text;section
1099. ГШвна-ш-ра неперех. лаять в помещение. Ала атып й-ы-гвна-ш-уан. Т. Т. Собака лаяла в шалаш.;19. ПРЕВЕРВ г1вна+ КОРНИ
1100. ГТвна-шах-ра неперех. гореть в помещении. Йры- маз атып й-ы-ЧШвна-шах-1Г. Аб. Т. В шалаше сгорело все, что они имели.;19. ПРЕВЕРВ г1вна+ КОРНИ
1101. ГИвна-шах-ра перех. сжечь в помещении. Йрымаз атып й-ы-Твна-р-шах-т!. Аб. Т. Они в шалаше сожгли все, что имели.;19. ПРЕВЕРВ г1вна+ КОРНИ
1102. Мвна-шва-ра неперех. АРС, 198. Вместиться, по- меститься в помещении. Ауи йыквла днадзарыквын атдзы д-гь-ы-вна-шва-х-ры-м. Т. Т. Ашахв, 47. Когда он достиг- нет совершеннолетия, он не вместится в доме.;19. ПРЕВЕРВ г1вна+ КОРНИ
1103. Швна-шв-ра неперех, замерзать, замерзнуть в по- мещевии. Ажьира йыгвнагылаз адзы гТвнашвытГ (й-ы- “вна-швы-т!). Вода, которая стояла в кузнице, замерзла в ней.;19. ПРЕВЕРВ г1вна+ КОРНИ
1104. Ивна-шви-ра неперех. проклинать в помещении. Атдзы д-ы-виа-шви-уан. Аб. Т. Она проклинала в доме.;19. ПРЕВЕРВ г1вна+ КОРНИ
1105. У вназшви-ра перех. проклинать кого, что-л. в по- мещении. ЗымгГвагьи апхвыс й-ы-гвна-л-шви-уан. Т. Т. Женщина всех проклинала в помещении.;19. ПРЕВЕРВ г1вна+ КОРНИ
1106. ГЛвна-швитв-ра неперех. АРС, 198. Свистеть в помещении нельзя.;19. ПРЕВЕРВ г1вна+ КОРНИ
"1107. Гвна-щ-ра перех. АРС, 198. Избить, исколотить кого-л. в помещении; убить кого-л. в помещении. Ащтанч в атып й-ы-Твна-р-щы-тГ, Т. Т. Они в шалаше убили змею.";19. ПРЕВЕРВ г1вна+ КОРНИ
1108. Г вна-щщ-ра перех. гладить кого-л. в помещении. Асаби д-ычЯвна-л-щщ-уан, Аб. Т. Она в помещении гла- дила ребенка.;19. ПРЕВЕРВ г1вна+ КОРНИ
1109. ГШвна-щщ-ра неперех. АРС, 198. Влезать, влезть в помещение. Ащтанчв атып й-ы-Чвиа-щщылТ, АРС, 198. Змея вползла в шалаш.;19. ПРЕВЕРВ г1вна+ КОРНИ
"1110. Мвы-Ша-ра-кЕ неперех. держать под мышкой; Джьандра книгаквакГ йгвыц!Тара та (й-й-гТвы-ша-ра-к1-та) рины дгТайхуан. Джьандра, 8. Джандра шел домой с ка- кими-то книгами (держа их под мышкой).";20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1111. Мвы-цТа-кГ-ра перех. АРС, 199. Взять, брать под мышку. Газетк1 йамгвали!Тан й-л-гвы-цГа-ра-л-кТ-тГ. Абза- зара, 114. Она то взяла себе под мышку, завернув его в газету.;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1112. Пвы-ща-р-хвхва неперех. быть подвешенным под мышкой. Ауасчва ИМвыц?архвхва (й-й-гвы-цТа-р-хвхва) дгылап!. Аб. Т. Он стоит с подвешенной под мышкой ов- чиной.;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1113. Пвы-ща-р-щш-ра перех. подсунуть что-л. под мышку. Данджвыквылуаз ашвъа лвыц!адырщщт! (й-л- “ны-цТа-ды-р-щщ-тТ). Аб. Т. Когда она отправлялась, они й подсунули документ под мышку.;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1114. ГТвы-иТа-хъа-ра перех. подтянуть кого, что-л. под- мышиу. АчкТвын хвыц д-и-Гвы-Ща-й-хъа-н дгылапГ. Аб, Т. О стопт, подтянув маленького мальчика под мышку,;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1115. ГТвы-цТа-хТвхТва-ра перех. забрать, взять кого, что л. нод мышку. Й-л-Твы-ц1а-л-хТехТва-н дгылхтГ. Аб. Т, Опа нетала, взяв себе то под мышку.;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1116. Гвы-иТа-шва-ра неперех. попасть под мышку. Линии й-выцашватГ (й-й-гТвы-пТа-шва-т!). Аб. Т. Доку- мене пошал ему под мышку.;20. ПРЕВЕРБ г1в-ц1а//г1вы-и!а-ре + КОРНИ
1117. Чвы-щ-къьа-ра неперех. АРС, 199. Бскочить. Ачквын д-гТа-гРвы-црсъьа-тГ. Афырква, 241. Парень вско- чил (снизу вверх вскочил).;21. ПРЕВЕРБ гГвы-и!+ КОРЕНЬ
1118. А-д-был-ра перех. сжигать что-л, рядом © кем, чем-н. Ашыхв ахТахъвгвара й-а-д-и-был-узи. Дб. Т. Он сжи- тал солому рядом с каменным забором.;22. ПРЕВЕРБ д(ы)+КОРНИ
1119. А-дтыла неперех. стоять рядом с кем, чем-л. С-лы-д-гыла-п1 зуи. Ч. М., Скыт, 55. Я рядом с нею стою.;22. ПРЕВЕРБ д(ы)+КОРНИ
1120. А-д-гыл-ра неперех. встать рядом с кем, чем-л. МухТаб агвашв д-а-д-гыл-тГ. Ащхъаква, 29. Мухаб встал рядом с воротами.;22. ПРЕВЕРБ д(ы)+КОРНИ
1121. А-д-гыл-ра пеперех. согласиться с кем, чем-л. ШТа- мель йыгвза йгайайхТвыз д-а-дгыл“Т. Атшы, 129. Ша- миль согласился с тем, что сказал ему товарищ. Ауи у-а-д- гыл. Муртат, 48. Ты соглашайся с тем.;22. ПРЕВЕРБ д(ы)+КОРНИ
1122. Джвы-кв-га-ра перех. АРС, 208. Унести кого, что-л. (со двора, из дома, помещения). Мышкыла уджвы- квылуазтын хымшк{ быгвнифа уыцджвыквга (Й-уы-ц- джвы-кв-га). АНА, 112. Если ты отправляешься на день, бери с собой провизию на три дня.;23. ПРЕВЕРБ джвы-кв(ы)+КОРНИ
1123. Джвы-кв-иба-га-ра неперех. выбежать, высыпать (со двора, из помещения). Ахабар анрагМа Й-джвы-кв-иба- га-т1. Аб. Т. Когда услышали весть, они выбежали, высы- пали. Ср. й-аба-джвы-кв-га-тЕ они друг друга вынесли со двора, из помещения.;23. ПРЕВЕРБ джвы-кв(ы)+КОРНИ
1124. Джвы-кв-хх-ра неперех. АРС, 208. Бежать (со двора, из помещения). Абага джвыквххт[ (й-джвы-кв-хх-т1). Абаза т., 139. Лиса побежала. ХТара аткванла хТ-джвы- кв-хх-т[. КыткГ, 14. Мы побежали в сторону магазина.;23. ПРЕВЕРБ джвы-кв(ы)+КОРНИ
1125. Джвы-нв-хва-ра перех. тащить кого, что-л. (со двора, из помещения). Смахъа йымата с-джвы-кв-и-ва-1т[. Аб. Т. Он меня потащил, взяв меня за руку.;23. ПРЕВЕРБ джвы-кв(ы)+КОРНИ
1126. Джвы-кв-ца-ра перех. АРС, 208. Гнать, прогнать кого-л. (ео двора, из помещения). Архъа ла Пайын а вна ла джвыквнацат! (й-джвы-кв-на-ца-тП. Посл. Дикая соба- ка пришла и прогнала домашнюю. Ауй дджвы-квы-р- ца-х-1тТ. КыткТ, 22. Они его прогнали.;23. ПРЕВЕРБ джвы-кв(ы)+КОРНИ
1127. Джвы-л-блыгьа-ра неперех. выбраться из поме- щения, кувыркаясь. Аджьугьальа йаЖвущыз  ахван й-джвы-л-блыгъа-х-7Г. Аб. Т. Перекати-поле сказало все, что хотело, и понеслось из помещения (кувыркаясь).;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1128. Джвы-л-га-ра перех. АРС, 208. Вынести кого, что-л. из помещения. Уахъынла ашыла джвылигит[ (й-джвы-л-и-г-ит. Гвым, 18. Ночью он выносит муку из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1129. Джвы-л-гьажь-ра неперех. выкатиться из поме- щения. Асабихъа джвылгьажьт! (й-джвы-л-гьажь-тТ) агва- ны. А. тш., 5. Детство выкатилось во двор.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1130. Джвы-л-гТвыз-ра неперех. АРС, 208. Выскольз- нуть из помещения. Мадза-мадза д-джвы-л-гвыз-11, Аб, Т. Он незаметно выскользнул из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1131. Джвы-лы-жеж-ра неперех. выливаться (о жидко- сти) из помещения. Ахыз джвылыжжхуан (Й-джвы-лы- жж-х-уан). Аб. Т. Сыворотка выливалась из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1132. Джвы-л-иба-га-ра неперех. АРС, 208. Выбежать, высыпать из помещения. И-джвы-л-иба-гамТ  хГыгвзачва агваны. А. тш., 47. Наши товарищи выбежали во двор.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1133. Джвыел-къьа-ра неперех. АРС, 208. Выбежать из помещения. Ларгьи д-джвы-л-къьа-тГ. А. мн., 28. И она выбежала из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1134. Джвы-л-кТвыфр-ра неперех. АРС, 152. Выползти из помещения. Ала чмазат1в агвара й-Ча-джвы-л-кТвыр- х-тГ. Аб, Т. Больная собака выползла из своей норы.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1135. Джвы-л-па-ра неперех. выпрыгнуть из помещения. Атып д-джвы-л-пау[Т Аб, Т. Он выпрыгнул из шалаша.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1136. Джвы-л-иса-ра перех. АРС, 152. Вымести, выме- тать (сор} из помещения. Анышвкъвара джвыллисатГ {Й-джвы-лы-л-пеа-т1). Аб. Т. Она вымела сор из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1137. Джвы-л-пса-ра перех. выбрасывать (мелкие пред- меты) из помещения. Апхвыс абыгъьква джвылылисун (ЯЙ-джвы-лы-л-ис-ун). Ком., 29.Х1.1986, 1. Женщина выб- равывала листья из помещения,;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1138. Джвы-л-посгЕа-ра неперех. вылететь из помеще- ния. АЦис абора й-джвы-л-псега-х-тТ. Аб. Т. Воробей вы- летел из сарая.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1139. Джвы-л-пш-ра неперех, АРС, 152. Выглянуть, пыглядывать из помещения. ХШшахь с-джвы-л-иш-ит!. А\выйа, 56. Я выглядываю в наш двор.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1140. Джвы-л-иТла-ра неперех. высыпаться из поме- щения (© сыпучих предметах). Анартыхв джвылилун {#й-джвы-л-пТл-ун). Аб. Т, Кукуруза высыпалась из поме- щения,;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1141. Джвы-лы-р-тИТа-ра перех. выбросить, вывалить (густое) из помещения. Анышв алацТахьа абора й-джвы-л- ды-р-тЕМа-х-т[. Дб. Т. Они из сарая выбросили раствор глины.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
"1142. Джвы-л-хвхва-ра неперех. вытянуться, нытягива- ться из помещения; выглянуть, выглядывать из помеще- ния. Агьвы Маджвылхвхвун (й-“а-джвы-л-хвхв-ун). Аб. Т. Доска выглядывала из помещения.";24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1143. Джвы-л-хТва-ра перех. АРС, 208. Вытащить, вы- таскивать, выволакивать кого, что-л. из помещения. АкГва- тан ажьира Й-джвы-лы-р-хТва-х-1Т. Т. Т. Они из кузницы зыволокли плуг.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1144. Джвы-л-ца-ра перех. АРС, 208. Выгнать, выго- нять кого-л. из помещения. Атынчра джвылецит1 (й-джвы- л-е-ц-ит7). Сгвы, 22. Я из помещения прогоняю покой. Мырза Хаджьат д-джвы-л-и-ца-т{. Абаза т., 6. Мирза выг- нал Хаджат.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1145. Джвы-л-иыр-ра неперех. выкрикнуть, выкрики- вать из помещения. ЙантТахъвла д-джвы-л-ныр-тГ. Аб, Т. Когда стемнело, он выкрикнул из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1146. Джвы-л-чва-ра перех. вылить, выливать (жидкое) из помещения. Адзы джвылылчвун (й-джвы-лы-л-чв-уи). 46. Т. Она выливала воду из помещения.;24. ПРЕВЕРБ джвы-л(ы)+ КОРНИ
1147. А-дза-кша-ра неперех. бить в щеку, в лицо. Д-и- дза-кш-ун. Аб. Т. Он его бил в щеку.;25. ПРЕВЕРБ а-дза+КОРНИ
1148. А-иза-къьа-ра перех. бить, ударить кого-л. в ще- ку, в лицо. Атлапад ацтвы й-а-дза-л-къь-иту. АчГвыйа, 29. Она чулком бъет кошку (она машет чулок в щеку).;25. ПРЕВЕРБ а-дза+КОРНИ
1149. А-дза-с-ра неперех. АРС, 153. Бить, ударить в щеку, в лицо, Азаман апшаквагьи ГТардзаситГ (й-гТа-р- дза-с-итП). Ашахв, 76. Ветры времени дуют им в лицо (бьют им в лицо). Дахмыщ  КТылчвыргьи  дгТа-хР дза-с-тГ. А, тш., 66. Высокий Дахмыщ побил нас (он уда- рил нас по щекам).;25. ПРЕВЕРБ а-дза+КОРНИ
1150. А-дза-р-шва-ра перех. АРС, 153. Ударить кого-л. сильно в щеку (до онемения). Дйысын йдзайыршвыт! (й-й-дза-йы-ранвы-т[). Аб. Т. Он его ударил сильно в щеку.;25. ПРЕВЕРБ а-дза+КОРНИ
1151. Дза-блы сем. атр. обожженный (сбоку). А-дза-блы дтшкарышсхт!. Аб. Т. Обожженный вышел со двора.;26. ПРЕВЕРБ дза + КОРНИ
1152. Дза-был-ра неперех. гореть, сгореть сбоку. Амца ГТайымщасын мачкГ атахъхат[ д-дза-блы-х-уан. Аб. Т. Огонь его охватил, и он чуть не сгорел (сбоку).;26. ПРЕВЕРБ дза + КОРНИ
1153. Дза-был-ра перех. сжигать что-л. сбоку. Акды дзарбылуан (й-дза-р-был-уан). Аб. Т. Они сжигали пень сбоку.;26. ПРЕВЕРБ дза + КОРНИ
1154. А-дза-хЛва провести, протащить (линию, борозду) криво, сбоку. И-а-дза-хТва-та йырчвагъзат!Г. Аб. Т. Они провели линию (сбоку) криво.;26. ПРЕВЕРБ дза + КОРНИ
1158. А-дз-хъа-багва-ра неперех. разбогатеть рядом с кем, чем-л. Швипшы, д-ры-дз-хъа-багТва-ма? Аб. Т. Посмот- рите на него: разве он рядом с ними разбогател?;27. ПРЕВЕРБ дза-хза+ КОРНИ
1159. А-дз-хъа-ба-ра неперех. гнить, сгнить рядом с кем, чем-л. Ачвайдза ахХахъв гвара й-а-дз-хъа-бг-ун. Аб. Т. Сырое сено гнило рядом с каменным забором.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1160. А-дз-хъа-блыгьа-ра неперех. подкатиться к ко- му, чему-л. АкТадза йМашТышвтыз ахТахъв атдзы й-а-дз- хъа-блыгьа-х-11. Аб. Т. Камень, который сорвался со ска- лы, подкатился к дому.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1161. А-дз-хъа-был-ра неперех. гореть рядом с кем, чем-л, Атдзы Й-а-да-къа-был-уан, Аб. Т. То горело рядом с домом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1162. А-дз-хъа-был-ра перех. сжигать что-л. рядом с кем, чем-н. Амиы ахъазыкГ й-а-дз-хъа-уы-м-блы-н. Аб. Т. Напрасно ты ие сжигай дрова рядом с тем.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1163. А-дз-хъа-га-ра перех. преподнести что-л. кому-н, Уадырвана афач1втьи рыдзхъалгахтГ (й-ры-дз-хъа-л- га-х-тЮ. Аб. Т. Потом она им преподнесла пищу.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1164. А-дз-хъатыла непереж стоять рядом с кем, чем-л. Уощыхъван д-ры-дз-хъатгыла араса атайхвахт!, Нышв, 219. Он потом так сказал, стоя рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1165. А-дз-хъа-гыл-ра неперех. стать рядом с кем, чем-л. СтТадзхъагылтЕ (с-тТа-а-дз-хъа-гыл-тГ) бшвхъымса, Йязра, 119. Я стал рядом с твоим порогом. Толистан ауи д-иа-йь-дз-хъа-гыл-. Т, Т. Нышв, 235. Толистан стал ря- дом с ним.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1166. А-дз-хъа-гва-ра перех. совать, просунуть что-л, рядом с чем-н. Аласагьи амашаквква й-ры-дз-къа-р-гва-х-тГ, Ло. Т. Они просунули шерсть рядом с мешками.;27. ПРЕВЕРБ дза-хза+ КОРНИ
"1167. А-дз-хъатвыча-ра перех. топтать, растоптать ко- и"", ууо-л. рядом с кем, чем-н., месить что-л. рядом с кем, чеми. Й-а-дз-хъа-р-гвычЕ-ун. Аб. Т. Они то раетаптывали ридом с тем.";27. ПРЕВЕРБ дза-хза+ КОРНИ
1168. А-да-хъа-гъыз-ра неперех. стонать рядом с кем, чем-л. Ачва х1аджв д-а-дз-хъа-гъыз-уан. Аб. Т. Он стонал рядом со скирдой сена.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1169. А-дз-хъа-гъьгъьа-ра перех. скоблить что-л. рядом с кем, чем-н, Й-а-дз-хъа-р-гьъьгьь-ун. Аб. Т. Они то скобли- пи рядом с тем,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1170. А-дз-хъа-гъагьаса-ра неперех. кружиться, вер- теться рядом с кем, чем-н. Асаби д-йы-да-хъа-гьагьас-ун. Аб. Т. Ребенок вертелся рядом с ним.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1171. А-дз-хъа-гьажь-ра неперех. прикатиться к кому, чем-л. Атоп рыдзхъагьажьтТ (й-ры-да-хъа-гьажь-т[). Аб. Т. Мяч прикатился к ним.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1172. А-дз-къа-выз-ра неперех. подкатиться к кому, чему-л.: поскользнуться рядом се кем, чем-л. Агвып д-ры- да-хъа-гвыз-тГ. Аб. Т. Он подкатился к группе людей. Ац]- ла д-а-дз-хъа-7вызтГ. Аб. Т. Он поскользнулся рядом с деревом,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1173. А-да-хъа-Мва-ра неперех. сохнуть рядом с кем, чем-л. АцГла агвара й-а-дз-хъа-ва-тГ. Аб. Т. Дерево за- сохло рядом с забором.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1174. А-да-хъа-дзах-ра неперех. шить рядом с кем, чем-л. Ауат д-ры-дз-хъа-дзах-уан. Аб. Т. Он шил рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1175. А-дз-хъа-дзах-ра перех. АРС, 39. Шить, сшить что-л. рядом с кем, чем-н, пришить что-л. к чему-н. Аджь- ып адзхъалдзахуан (й-а-дз-хъа-л-дзах-уан). Аб. Т. Она при- шивала карман к чему-то.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1176. А-дз-хъа-ж-ра неперех. копать рядом с кем, чем-л. АзТлаква й-ры-дз-хъа-ж-уан. Аб. Т. Они копали рядом с деревьями.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1177. А-дз-хъа-ж-ра перех. копать что-л. рядом с кем, чем-н. АцГлаква й-ры-дэ-хъа-р-ж-уан. Аб. Т. Они копали то рядом с деревьями.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1178. А-дз-хъа-жж-ра неперех. протекать, литься (о жидкости) рядом с кем, чем-л. Адзыжь ацГлаква й-ры-дз- хъа-жж-уан. Аб. Т. Ручеек протекал рядом с деревьями.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1179. А-дз-хъа-жв-ра неперех. вариться рядом с чем-л. Ажьы абаста й-а-дз-хъа-жвь-уан. Аб. Т. Мясо варилось ря- дом с бастой (кашей).;27. ПРЕВЕРБ дза-хза+ КОРНИ
1180. А-дз-хъа-жв-ра перех. варить что-л. рядом © чем-н. Ажьы абаста й-а-дз-хъа-р-жв-уан. Аб. Т. Они вари- ли мясо рядом с бастой (кашей).;27. ПРЕВЕРБ дза-хза+ КОРНИ
1181. А-из-хъа-жвьжра-ра перех. рвать, разорвать кого, что-л. рядом с кем, чем-н. Агвашв Й-а-дз-хъа-р-жажва-та рхТвун. Аб. Т. Они говорили, что те разорвали его рядом с воротами.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1182. А-да-хъа-й-ра//а-дз-хъа-ГТа-й-ра  неперех. вырас- тать, произрастать рядом с кем, чем-л. Акъвыд анартыхв й-а-дз-хъа-й-уан//Й-а-дз-хъа-г[а-й-узи. Аб. Т. Фасоль про- израстала рядом с кукурузой.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1183. А-дз-хъа-къьа-ра перех. бросить кого, что-л. ря- дом с кем, чем-н, Й-уы-дз-хъа-л-къьа-н дтшкТарыц1хтГ. Аб. Т. Она ушла со двора, побив тебя (она то рядом с тобой бросив).;27. ПРЕВЕРБ дза-хза+ КОРНИ
1184. А-дз-хъа-къькъьа-ра перех. рубить, расколоть что-л. рядом с кем, чем-н. на мелкие куски. АмшТы атдзы й-а-дз-хъа-р-къькъьа-тГ. Аб. Т. Они рядом с домом раско- лоли дрова на мелкие куски.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1185. А-да-хъа-к-ра перех. ловить, поймать, держать кого, что-л. рядом с кем, чем-н. Ауат д-ры-дз-хъа-швы-м- вы-н. Аб. Т. Вы его не держите рядом с ними,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1186. А-дз-хъа-ка-ра неперех. сверкать рядом с кем, чем-л. Анур рыдзхъа-кЕТун (й-ры-да-хъа-кьГун). Аб. Т. Луч сверкал рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1187. А-дз-къа-кТваба-ра перех. купать кого-л. рядом © кем, чем-н. Атшы ахТахъв ду Й-а-дз-хъа-р-кТваб-ун. Аб. Т. Они коня купали рядом с большим камнем.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1188. А-дз-къа-квыр-ра неперех. подползти к кому, чем-л. рядом, вплотную. Атдзы й-а-дз-хъа-квыр-уан, Аб. Т. Они подползли вплотную к дому.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1189. А-дз-хъа-лага-ра перех. смолоть что-л. рядом с кем, чем-н. Анартыхв рыдзхЪъайлагат! (й-ры-дз-хъа-й- лага-т). Аб. Т. Он смолол кукурузу рядом с ними,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1190. А-дз-къа-лашва-ра//а-дз-хъа-рашва-ра неперех. цо- лоть рядом с кем, чем-л. Д-р-ы-дз-хъа-лашв-ун. Аб. Т. Он полол рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1191. А-дз-хъа-лашва-ра//а-дз-хъа-рашва-ра перех. по- лоть что-л. рядом с кем, чем-л. Й-р-ы-да-хъа-й-лашв-ун. Лб. Т. Он полол то рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1192. А-дз-хъа-нагТа-ра неперех. наклониться, нагнуться рядом с кем, чем-л. АЦла д-а-дз-хъа-нагТа-тГ. Аб. Т. Он виклонилея к дереву.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1193. А-дз-хъа-па-ра неперех. подпрыгнуть к кому, че- мул. Ачва хТаджв д-а-дз-хъа-па-тЁ. Аб. Т. Он подпрыгнул к гкирде сена.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1194. А-да-хъа-нашата-ра неперех. возиться рядом с кем, чем-л. Амашина д-а-дз-хъа-пашаш-ун. Аб. Т. Он возил- си рядом с машиной.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1195. А-да-хъа-пе-ра неперех. умереть рядом с кем, чем ^., устать, утомиться рядом с кем, чем-л. Ашуара Инки ихТахъв й-а-да-жъа-пс-уан. Аб. Т. Страдая от жаж- лы, овпз умирали рядом с камнем.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1196. А-дз-хъа-пса-ра перех. бросить (мелкие или сы- пучие предметы) рядом с кем, чем-л. Абыгъьква агвара й-а-дз-хъа-р-ис-ун. Т. Т. Они бросали листья рядом с за- бором. Асабиква айшва тш-а-дз-хъа-р-пеа-зТ. Адгьыл, 181. Дети набросились на стол.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1197. А-да-хъа-ихьа-ра неперех. ночевать рядом с кем, чем-л. Атып й-а-дз-хъа-ихьа-тЕ. Аб. Т. Они ночевали рядом < шалашом,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1198. А-дз-къа-иш-ра неперех. смотреть на кого, что-л. рядом. Ауи абацТкъьа йрыбагъьатГ, бзи-бзи д-а-та-дз-хъа- ош-х-тЕ. Нышв, 88. Он укрепил плетень, еще раз хорошо на него посмотрел (рядом).;27. ПРЕВЕРБ дза-хза+ КОРНИ
1199. А-да-хъа-п-тш-ра неперех. ломаться, разбиться ря- дом с кем, чем-л. АчШвыца айшва Й-а-дз-хъа-п-тш-т[. Аб. Т. Стекло разбилось рядом со столом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1200. А-дзхъа-п-ти-ра перех. ломать, разбить что-л. рядом с кем, чем-н. Ач1выца айшва й-а-дз-хъа-пы-р-ти-тТ., Аб. Т. Они разбили стекло рядом со столом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1201. А-дз-хъа-п-тштш-ра нелерех. ломаться, разбиться на мелкие куски рядом с кем, чем-л. А+{выца айшва й-а- дз-хъа-п-титш-т1. Аб. Т. Стекло разбилось на мелкие кус- ки рядом со столом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1202. А-дз-хъа-п-тштш-ра перех. ломать, разбить что-л. на мелкие куски рядом с кем, чем-л. АчШвыца айшва й-а- да-хъа-пы-р-тштш-1Г. Аб. Т. Они стекло разбили на мелкие куски рядом со столом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1203. А-да-хъа-Шла-ра неперех. сыпаться (о легких и сыпучих предметах) рядом е кем, чем-н. Анартыхв цыра- ква рыдзхъалун (й-ры-дз-хъа-Шл-ун). Аб. Т. Рядом с ни- ми сыпались кукурузные зерна,;27. ПРЕВЕРБ дза-хза+ КОРНИ
1204. А-дз-хъа-р-биТ-ра перех. прижать, придавить ко- го, что-л. к кому, чему-н. Агвашв Й-а-дз-хъа-ды-р-бщ|-тЕ. Аб. Т. Они то придавили к воротам.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1205. А-дз-хъа-р-гъвгъва-ра перех. выпрямить кого, что-л. рядом с кем, чем-н. Аркъан адзхъадыргъагъват! {И-а-да-хъа-ды-р-гъвгъва-т!). Аб. Т. Они выпрямили верев- ку рядом с тем.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1206. А-дз-хъа-р-джьа-ра перех. ругать кого-л. рядом с кем, чем-н. Д-ры-дз-хъа-ды-р-джь-ун. Аб. Т. Они его руга- ли рядом с ними.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1207. А-дз-хъа-р-къвакъва-ра перех. рубить, разрубить кого, что-л. рядом с кем, чем-н. АмшТы атып й-а-дз-хъа-йы- р-къвакъва-тТ. Аб. Т. Он разрубил дрова рядом с шалашом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
1208. А-дз-хъа-р-къач[-ра перех. мять, размять что-л. рядом с кем, чем-л. АмШас рыдзхъайыркъвчЕуан (й-ры-дз- хъа-йы-р-къвч!-уан). Он рядом с ними мял сыромятную кожу. 302;27. ПРЕВЕРБ дза-хза+ КОРНИ
1209. А-дз-хъа-р-къвыд-ра перех. стричь кого, что-л, рядом с кем, чем-н. Ачва атдзы Й-а-да-хъа-йы-р-къвыд-уан, Аб. Т. Он стриг шкуру рядом с домом.;27. ПРЕВЕРБ дза-хза+ КОРНИ
